timestamps,open,high,low,close,volume,amount
2025-08-21 16:00:00,3333.59,3342.76,3333.59,3341.44,0,0
2025-08-21 16:15:00,3341.45,3342.14,3336.39,3337.83,0,0
2025-08-21 16:30:00,3338.88,3345.04,3336.7,3339.18,0,0
2025-08-21 16:45:00,3339.21,3343.24,3337.85,3341.96,0,0
2025-08-21 17:00:00,3341.88,3343.49,3339.2,3342.22,0,0
2025-08-21 17:15:00,3342.19,3345.45,3341.37,3345.27,0,0
2025-08-21 17:30:00,3345.44,3347.42,3344.82,3345.26,0,0
2025-08-21 17:45:00,3341.09,3341.36,3336.25,3339.35,0,0
2025-08-21 18:00:00,3339.44,3345.43,3337.96,3344.88,0,0
2025-08-21 18:15:00,3344.82,3345.55,3342.4,3344.8,0,0
2025-08-21 18:30:00,3344.79,3348.06,3342.65,3342.77,0,0
2025-08-21 18:45:00,3342.95,3344.7,3341.57,3344.21,0,0
2025-08-21 19:00:00,3344.44,3345.24,3338.61,3338.63,0,0
2025-08-21 19:15:00,3338.71,3344.67,3337.57,3342.98,0,0
2025-08-21 19:30:00,3343.15,3345.93,3341.32,3345.63,0,0
2025-08-21 19:45:00,3345.68,3346.14,3343.04,3343.55,0,0
2025-08-21 20:00:00,3343.58,3343.87,3341.61,3341.87,0,0
2025-08-21 20:15:00,3341.86,3342.22,3340.05,3341.06,0,0
2025-08-21 20:30:00,3341.02,3341.27,3339.0,3340.96,0,0
2025-08-21 20:45:00,3340.83,3341.23,3338.3,3339.73,0,0
2025-08-21 21:00:00,3339.74,3342.01,3339.46,3341.2,0,0
2025-08-21 21:15:00,3341.19,3341.39,3337.88,3338.44,0,0
2025-08-21 21:30:00,3338.58,3340.12,3338.03,3338.05,0,0
2025-08-21 21:45:00,3338.05,3338.67,3336.96,3337.05,0,0
2025-08-21 22:00:00,3337.03,3338.4,3336.62,3337.43,0,0
2025-08-21 22:15:00,3337.43,3339.38,3337.33,3338.57,0,0
2025-08-21 22:30:00,3338.54,3339.09,3338.17,3338.72,0,0
2025-08-21 22:45:00,3338.57,3339.53,3338.46,3339.3,0,0
2025-08-21 23:00:00,3339.32,3340.4,3339.0,3340.2,0,0
2025-08-21 23:15:00,3340.19,3341.7,3340.12,3341.52,0,0
2025-08-21 23:30:00,3341.54,3341.89,3340.67,3340.74,0,0
